學年度,設立別,學校類別,學校統計處代碼,學校名稱,當學年度全校總量內核定新生招生名額(A),當學年度全校新生保留入學資格人數(B),當學年度全校總量內新生招生核定名額之實際註冊人數(C),當學年度全校境外(新生)學生實際註冊人數（D）全校境外(新生)學生實際註冊人數(D)(107學年度新增),當學年度全校新生註冊率,全校招生特色說明
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,880,1,469,...,53.36,一、本校為休閒產業特色教學型大學，財務穩健零負債。  二、位於台南市麻豆區，交通便捷緊鄰國道一號、國道三號、台鐵隆田站。  三、學費低負擔，並提供高額入學獎學金與各項校內獎助學金及工讀機會，供學生完成大學學業。  四、擁有大型教學飯店「蓮潭國際會館」與「高雄國際會館」，提供學生實習與就業之最佳場所。  五、緊鄰台南科學園區，與南科各企業有密切的合作夥伴關係，對學生的深造、實習與就業提供十足有利的條件。  六、台灣首府大學特色                                                       (一)國內最具優質休閒產業特色大學  (二)學生產業助學方案，入學即是就業，畢業已是專業  (三)產學雙師、師徒及導師制度  (四)幼兒教育、師資培育中心，私校最佳選擇  (五)廚藝、調酒、烘焙，競賽表現全國頂尖  (六)國際化校園，提供有國內外多元實務學習
106,私立,技專校院,1068,中州學校財團法人中州科技大學,1949,5,1058,...,54.42,本校定位為「區域性實用型之優質科技大學」，在校訓「精、公、誠、毅」為教育最高指導原則下，以「年輕、快樂、學習、希望、追求卓越」為目標，以「從事職業技術教育，培育實務致用專業人才」為宗旨，追求「卓越、創新、品質、健康」的辦學願景，發揚「辦學正派、品質卓越」、「學生第一、正向回應」、「團隊合作、績效為先」和「分享資源、關懷社會」的「中州精神」，密切結合地區產業，發揮技職特性，強化社區服務，成為終身教育場所。中州致力培育學習者成為兼具區域性和實用型之工學、觀光與管理、健康領域實用專業人才，為達成目標，在教學研究組織建置上設置工學、觀光與管理及健康三個學院，並成立「保健食品研發暨檢驗」、「工業智動化」、「智慧雲端與大數據」等3個研究中心，以加強教學績效和研發推廣，同時將配合國家社會及經濟發展之人才需求，檢視地區性產業成長的特色，進行適時適切之教學系所或研究單位之調整。
106,私立,技專校院,1069,修平學校財團法人修平科技大學,2137,0,1130,...,52.88,本校前身為台中「樹德工專」，為工科起家之中部優質學府。民國100年升格科大後更名為「修平科技大學」，培育大台中地區學子將近半世紀。本校特色如下：1.三學院可培育百工百業人才：本校三學院包含工程學院、管理學院及觀光與創意學院。無論就基礎工程工業人才建構，科技時代金融服務產業骨幹栽培，新興觀光產業與文化精英涵養等，都能提供各面向教育資源，孕育學生專業知能以注入社會新血能量。2.在職可進修，修習可兼職：本校提供各種學制，除日間部外，另有進修部與附設專校及進修學院，可於夜間或週六日上課，讓仍需工作者有機會同時進修學業；同時本校是全台唯一坐落於工業區之科技大學，學生就近兼職機會更多，實為就讀本校之附加利益。3.校外實習累積職場競爭力：本校提供知名大企業實習(如友達、上銀、星巴克、富邦等)以增進實務經驗，或者海外實習/研習(美國、日本、新加坡等)以拓展國際視野，為學生儲備未來職場不被取代的優勢，亦為本校教學之特色。
106,私立,技專校院,1070,長庚學校財團法人長庚科技大學,2294,0,2253,...,98.21,1.辦學績優，深獲學生、家長與社會肯定：(1)所有系(所)獲教育部評鑑一等、全國第一。(2)全校新生註冊率高達98%。(3)畢業生達成三高目標：就業率高，起薪高，雇主滿意度高。(4)1111人力銀行105年企業最愛大學調查，於「雇主最滿意大學之整體性排行榜」為私立科技校院醫護類學校第一名。(5)104-106年度獲教育部「私立技專校院獎勵補助經費」累計逾1.6億元。2.設林口及嘉義校區，招生系別：四技日間部設護理系、幼兒保育系、化妝品應用系、保健營養系；二技日間部設護理系、老人照顧管理系、呼吸照護系、化妝品應用系、幼兒保育系；二技進修部設護理系、老人照顧管理系、幼兒保育系；研究所設健康照護研究所、健康產業科技研究所、護理系碩士在職專班。3.招生專線林口校區03-2118999轉5533(日間部)、5605(進修部)。嘉義校區05-3628800轉2361(日間部)、2371(進修部)。
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,3486,0,2761,...,79.20,本校辦學特色分為基礎面向及精進特色一、基礎面向包含：1.結合業師教師實務增能、2.推動英語語言能力證照、3.輔導各項專業技能檢定、4.推廣勞作教育服務學習、5.媒合企業輔導學生就業、6.引導師生參與產學合作。二、精進特色包含：1.推動一畢二語三獎四證、2.強化學生創新實踐能力、3.推行校外實習就業接軌、4精進實務導向教學環境、5.多功能之機器人博物館、6.深化品德教育學習輔導、7.建構e化資訊整合系統、8.海外研修實習國際競賽。
106,私立,技專校院,1072,大華學校財團法人大華科技大學,1356,0,816,...,60.18,(一)、精進科大定位，發展辦學特色 (二)、配合產業需求，調整學院架構 (三)、深化教學機制與創新學習輔導 (四)、設置研究中心、落實研發成果與鼓勵師生參與各項競賽 (五)、規劃校園建設、建設優質學習環境
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,3228,4,2395,...,74.29,本校是一所被教育部評為教學卓越、品德教育績優的大學，今年更榮獲大專籃球聯賽總冠軍，學校教學以務實致用為導向，推動產學合作和海內外全時實習，厚植學生畢業後高達96%就業率，並獲2014遠見雜誌調查企業最愛私立技職校院第7名殊榮。學生一年來參與123項國內外競賽，已囊括24金、21銀、17銅優勝佳績。 本校也是林口唯一最完整之高等教育學府，學校具備商管學院、觀光餐旅學院、資訊學院、設計學院等四大學院，其人才培育目標與新北市將於林口區致力發展國際物流、觀光與影視文創產業特色高度契合，未來學校人才培育將更緊密鏈結與貼近產業所需人力需求，強化產業人才培訓，充分提供產業發展所需的優質技術人力，提升學生就業力。
106,私立,技專校院,1074,南榮學校財團法人南榮科技大學,1172,0,377,...,32.17,以「就業、證照、產學、企業專班」為主軸，結合工程科技、商業管理與人文休閒既有之特色，戮力發展「數位科技」、「在地文產」與「綠能舒活」等重點特色。各系由企業認養，由企業針對該企業的人才或研發需求，系所的學生及老師可成為企業的研發後盾及培養員工的基地。並與榮剛材料公司、精剛精密科技公司、宏剛精密工業公司、可成科技公司、群創光電公司、東陽實燈公司；、台南大億麗緻酒店、多那之餐飲、燦坤3C、全家便利商店、媚登峰公司、曼都全省連鎖美容美髮公司等優質成立企業專班，使同學「就學即就業」。
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2307,0,2141,...,92.80,秉持「尊重個人尊嚴，接受個別差異，激發個人潛能，為生命服務」的教育理念，培育具國際觀及專業素養之外語人才。建校至今，外語課程皆以「全外語」授課，培育學生聽說讀寫的能力。此外，大學部日四技各系均需修習24個共同必修英語學分，進四技各系均需修習16個共同必修英語學分，同時培育二項專長，增加個人競爭的優勢條件。五專部並實施全國唯一的「雙外語課程」，專科部前三年，每位學生必需同時修習兩種外國語文，英文科學生須在法、德、西、日文中擇一副修。專科部四、五年級及二技學生修習其主修課程外，可選修副修語言及第三外語，持續增加第二、三專長之能力。專業學群之課程設計理論與實務並重，充實學生實用專業知能，學生可依興趣及就業需求選擇修習學程、雙主修與輔系，以提升其外語能力及擴展其專業知能，為生涯做好準備。另為培養學生健全人格，設立人文教育學院(含通識教育中心、吳甦樂教育中心、體育教學中心)，培育更多優質世界公民。
106,私立,技專校院,1076,華夏學校財團法人華夏科技大學,2071,0,1349,...,65.14,本校以WISE-123為教育標竿，在學期間須充實1項專業技術，2張學程證書及3種能力證照。自98年起連續9年獲教育部教卓計畫2億3千餘萬元獎勵；103-106年獲再造技優3項計畫補助，約5千萬元。全校11系均獲教育部評鑑一等。本校以「智慧生活應用」為發展特色，各系據此發展，電子系著重APP設計技術與手機行動網路應用及IOT物聯網；機械系著重機電整合及機械設計製造；電機系著重綠能科技與智慧生活科技；資工系著重APP設計應用及網路技術管理科技；資管系著重商業管資訊化及數位生活與應用；資物系著重資產管理與設施管理；企管系著重觀光餐旅行銷與跨境電子商務；建築系著重數位構築與文創設計及永續環境暨智慧建築設計應用；數媒系著重APP遊戲設計與影視動畫製作特效；室設系著重全人關懷空間設計及健康環境技術規劃；妝應系著重美容妝品科技及整體造型設計。
106,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,829,0,715,...,86.25,本校為「佛教慈濟慈善事業基金會」證嚴法師所創辦之教學志業，以培育具有關懷社會、尊重生命、人文素養及大愛精神之專業人才為宗旨。大學部設有日間部二技護理系及四技護理系、醫學影像暨放射科學系、資訊科技與管理系、醫務管理系、行銷與流通管理系及進修推廣部暨進修學院二技護理系，專科部設有日間部五年制護理科，招收一般生三班及原住民專班二班，又經教育部核訂106學年度增設「長期照護研究所」。 104年度科技校院校務評鑑-評鑑結果「通過」及104年度科技校院系所自我評鑑認定結果-評鑑結果「認定」。103年護理師考照率達90.71%，除104年獲選教育部「友善校園績優學校」外，103年更榮獲教育部品德教育特色學校獎項，並獲得102~105年度教學卓越計畫，獎助1億3000萬元之殊榮，本校是東台灣唯一獲此獎項的技專校院，也是宜、花、東地區第一所科技大學，更成為東台灣技職教育的指標性學府，足見教育部對本校用心辦學的肯定。
